,player,class,season,pos,school_name,conf_abbr,g,mp,fg,fga,fg2,fg2a,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,obpm,dbpm,bpm,ts_pct,efg_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,ows,dws,ws,pprod,year_drafted,round,pick_overall,allStar,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
232,James Harden,FR,2007-08,G,Arizona State,Pac-10,34.0,1158.0,196,372,152,264,44,108,169,224,44.0,135.0,179,110,73,19,89.0,72.0,605,21.2,4.1,2.9,7.4,0.632,0.586,6.0,14.8,10.3,24.7,1.9,1.3,15.7,28.3,114.1,97.9,4.9,1.8,6.7,425.0,2009,1,3,1,17.794117647058822,0.5268817204301075,0.5757575757575758,0.4074074074036351,0.7544642857109176,5.264705882352941,3.235294117647059,2.1470588235294117,0.5588235294117647
239,Draymond Green,SR,2011-12,F,Michigan State,Big Ten,37.0,1229.0,212,472,160,338,52,134,125,173,79.0,315.0,394,141,54,35,112.0,105.0,601,26.1,5.5,7.2,12.7,0.542,0.504,8.2,30.7,19.8,24.2,2.7,3.3,16.8,28.2,109.6,83.6,3.5,3.6,7.1,610.0,2012,2,35,1,16.243243243243242,0.4491525423728814,0.47337278106508873,0.38805970148964136,0.7225433525969795,10.64864864864865,3.810810810810811,1.4594594594594594,0.9459459459459459
246,Derrick Rose,FR,2007-08,G,Memphis,CUSA,40.0,1168.0,208,436,173,332,35,104,146,205,54.0,127.0,181,189,48,15,107.0,68.0,597,21.2,4.1,2.9,7.4,0.56,0.517,6.0,14.8,8.3,30.4,1.9,0.9,16.7,26.0,114.1,97.9,2.8,3.8,6.6,425.0,2008,1,1,1,14.925,0.47706422018348627,0.5210843373493976,0.3365384615352256,0.7121951219477455,4.525,4.725,1.2,0.375
255,Paul Millsap,SO,2004-05,F,Louisiana Tech,WAC,29.0,1061.0,225,391,225,390,0,1,143,238,156.0,204.0,360,29,33,55,74.0,89.0,593,21.2,4.1,2.9,7.4,0.588,0.575,6.0,14.8,18.4,6.4,1.9,3.5,12.8,26.2,114.1,97.9,3.5,3.4,6.9,425.0,2006,2,47,1,20.448275862068964,0.5754475703324808,0.5769230769230769,0.0,0.6008403361319292,12.413793103448276,1.0,1.1379310344827587,1.896551724137931
302,DeMarcus Cousins,FR,2009-10,F,Kentucky,SEC,38.0,893.0,206,369,205,363,1,6,162,268,154.0,220.0,374,38,37,67,78.0,122.0,575,34.2,4.1,2.9,7.4,0.579,0.56,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,118.5,83.9,3.8,2.7,6.5,555.0,2010,1,5,1,15.131578947368421,0.5582655826558266,0.5647382920110193,0.16666666663888888,0.6044776119380431,9.842105263157896,1.0,0.9736842105263158,1.763157894736842
317,Gordon Hayward,SO,2009-10,F,Butler,Horizon,37.0,1239.0,173,373,126,213,47,160,179,216,72.0,233.0,305,62,40,30,85.0,78.0,572,24.3,4.1,2.9,7.4,0.601,0.527,7.6,23.4,15.8,12.1,2.0,2.8,15.2,24.7,117.1,90.1,4.0,3.0,6.9,549.0,2010,1,9,1,15.45945945945946,0.46380697050938335,0.5915492957746479,0.2937499999981641,0.8287037036998671,8.243243243243244,1.6756756756756757,1.0810810810810811,0.8108108108108109
335,Anthony Davis,FR,2011-12,F,Kentucky,SEC,40.0,1281.0,210,337,207,317,3,20,144,203,119.0,296.0,415,50,54,186,41.0,78.0,567,35.1,7.8,10.8,18.7,0.654,0.628,11.6,25.6,19.0,7.5,2.5,13.7,8.6,18.8,139.0,80.7,5.9,4.1,9.9,550.0,2012,1,1,1,14.175,0.6231454005934718,0.6529968454258676,0.1499999999925,0.7093596059078358,10.375,1.25,1.35,4.65
354,Kawhi Leonard,SO,2010-11,F,San Diego State,MWC,36.0,1172.0,211,475,186,389,25,86,110,145,111.0,269.0,380,91,51,21,76.0,89.0,557,26.5,3.9,5.2,9.1,0.512,0.471,11.4,26.2,19.0,16.0,2.7,1.9,12.3,27.6,112.5,86.3,3.6,3.2,6.8,567.0,2011,1,15,1,15.472222222222221,0.4442105263157895,0.4781491002570694,0.2906976744152244,0.7586206896499406,10.555555555555555,2.5277777777777777,1.4166666666666667,0.5833333333333334
358,LaMarcus Aldridge,SO,2005-06,F,Texas,Big 12,37.0,1247.0,219,385,219,385,0,0,117,181,135.0,204.0,339,20,50,73,59.0,92.0,555,21.2,4.1,2.9,7.4,0.589,0.569,6.0,14.8,15.5,3.3,1.9,4.1,11.1,21.1,114.1,97.9,3.4,5.3,8.7,425.0,2006,1,2,1,15.0,0.5688311688311688,0.5688311688311688,0.0,0.6464088397754343,9.162162162162161,0.5405405405405406,1.3513513513513513,1.972972972972973
365,Joakim Noah,SO,2005-06,C,Florida,SEC,39.0,972.0,202,322,202,321,0,1,148,202,85.0,193.0,278,80,44,95,76.0,84.0,552,21.2,4.1,2.9,7.4,0.66,0.627,6.0,14.8,16.8,17.5,1.9,6.8,15.4,25.7,114.1,97.9,4.6,3.8,8.4,425.0,2007,1,9,1,14.153846153846153,0.6273291925465838,0.6292834890965732,0.0,0.7326732673231057,7.128205128205129,2.051282051282051,1.1282051282051282,2.4358974358974357
377,Bradley Beal,FR,2011-12,G,Florida,SEC,37.0,1267.0,175,393,112,207,63,186,133,173,50.0,199.0,249,83,51,31,79.0,76.0,546,22.0,5.3,3.3,8.6,0.575,0.525,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,115.4,96.9,3.6,2.1,5.7,522.0,2012,1,3,1,14.756756756756756,0.44529262086513993,0.5410628019323671,0.3387096774175338,0.7687861271631863,6.72972972972973,2.2432432432432434,1.3783783783783783,0.8378378378378378
505,Al Horford,JR,2006-07,F,Florida,SEC,38.0,1057.0,186,306,186,304,0,2,130,202,96.0,264.0,360,82,28,70,68.0,94.0,502,21.2,4.1,2.9,7.4,0.624,0.608,6.0,14.8,11.0,12.7,1.9,1.8,14.5,22.9,114.1,97.9,3.5,4.0,7.5,425.0,2007,1,3,1,13.210526315789474,0.6078431372549019,0.6118421052631579,0.0,0.6435643564324577,9.473684210526315,2.1578947368421053,0.7368421052631579,1.8421052631578947
532,Russell Westbrook,SO,2007-08,G,UCLA,Pac-10,39.0,1318.0,182,391,156,314,26,77,107,150,61.0,92.0,153,167,63,7,96.0,93.0,497,21.2,4.1,2.9,7.4,0.5379999999999999,0.499,6.0,14.8,7.1,24.4,1.9,0.4,17.2,21.8,114.1,97.9,2.0,3.3,5.3,425.0,2008,1,4,1,12.743589743589743,0.46547314578005117,0.4968152866242038,0.3376623376579524,0.7133333333285778,3.923076923076923,4.282051282051282,1.6153846153846154,0.1794871794871795
559,Victor Oladipo,JR,2012-13,G,Indiana,Big Ten,36.0,1021.0,182,304,152,236,30,68,97,130,93.0,134.0,227,74,78,28,83.0,89.0,491,28.9,9.7,7.3,17.0,0.6709999999999999,0.648,11.8,15.1,13.5,15.2,4.6,2.8,18.5,22.2,125.7,87.3,4.2,2.6,6.7,478.0,2013,1,2,1,13.63888888888889,0.5986842105263158,0.6440677966101694,0.44117647058174736,0.7461538461481065,6.305555555555555,2.0555555555555554,2.1666666666666665,0.7777777777777778
564,Deron Williams,JR,2004-05,G,Illinois,Big Ten,39.0,1315.0,178,411,110,224,68,187,65,96,14.0,128.0,142,264,38,8,109.0,80.0,489,21.2,4.1,2.9,7.4,0.535,0.516,6.0,14.8,6.6,35.8,1.9,0.5,19.3,22.5,114.1,97.9,2.1,2.5,4.6,425.0,2005,1,3,1,12.538461538461538,0.43309002433090027,0.49107142857142855,0.3636363636344191,0.6770833333262803,3.641025641025641,6.769230769230769,0.9743589743589743,0.20512820512820512
565,Chris Paul,SO,2004-05,G,Wake Forest,ACC,32.0,1069.0,143,317,97,220,46,97,156,187,22.0,122.0,144,212,76,1,89.0,82.0,488,21.2,4.1,2.9,7.4,0.601,0.524,6.0,14.8,7.5,33.8,1.9,0.1,18.0,21.5,114.1,97.9,2.9,1.6,4.6,425.0,2005,1,4,1,15.25,0.45110410094637227,0.4409090909090909,0.4742268041188224,0.8342245989260202,4.5,6.625,2.375,0.03125
569,Paul George,SO,2009-10,F,Fresno State,WAC,29.0,962.0,154,363,95,196,59,167,120,132,55.0,155.0,210,88,64,24,94.0,84.0,487,24.3,4.1,2.9,7.4,0.5720000000000001,0.506,6.7,18.8,12.8,22.4,4.0,2.9,18.1,27.9,107.6,94.9,2.3,1.8,4.2,469.0,2010,1,10,1,16.79310344827586,0.42424242424242425,0.4846938775510204,0.3532934131715372,0.9090909090840221,7.241379310344827,3.0344827586206895,2.206896551724138,0.8275862068965517
570,Paul George,FR,2008-09,F,Fresno State,WAC,34.0,1176.0,166,353,103,212,63,141,92,132,63.0,149.0,212,63,59,34,79.0,92.0,487,21.2,4.1,2.9,7.4,0.586,0.5589999999999999,6.0,14.8,10.5,12.2,1.9,2.2,16.0,22.0,114.1,97.9,2.9,1.2,4.1,425.0,2010,1,10,1,14.323529411764707,0.4702549575070821,0.4858490566037736,0.44680851063512905,0.6969696969644169,6.235294117647059,1.8529411764705883,1.7352941176470589,1.0
580,Chris Bosh,FR,2002-03,F,Georgia Tech,ACC,31.0,960.0,168,300,146,254,22,46,127,174,95.0,183.0,278,38,30,67,72.0,73.0,485,21.2,4.1,2.9,7.4,0.634,0.597,6.0,14.8,11.0,12.7,1.9,1.8,15.8,22.9,114.1,97.9,3.5,2.9,6.4,425.0,2003,1,4,1,15.64516129032258,0.56,0.5748031496062992,0.47826086955482044,0.7298850574670697,8.96774193548387,1.2258064516129032,0.967741935483871,2.161290322580645
588,Blake Griffin,FR,2007-08,F,Oklahoma,Big 12,33.0,937.0,184,324,184,322,0,2,116,197,108.0,193.0,301,61,33,28,76.0,82.0,484,21.2,4.1,2.9,7.4,0.58,0.568,6.0,14.8,19.0,16.7,1.9,2.2,15.4,27.8,114.1,97.9,2.8,2.8,5.6,425.0,2009,1,1,1,14.666666666666666,0.5679012345679012,0.5714285714285714,0.0,0.5888324873066557,9.121212121212121,1.8484848484848484,1.0,0.8484848484848485
605,Joakim Noah,JR,2006-07,C,Florida,SEC,40.0,1034.0,173,285,172,284,1,1,132,199,102.0,235.0,337,90,45,72,100.0,90.0,479,21.2,4.1,2.9,7.4,0.631,0.609,6.0,14.8,11.0,12.7,1.9,1.8,20.9,22.9,114.1,97.9,3.5,4.2,7.7,425.0,2007,1,9,1,11.975,0.6070175438596491,0.6056338028169014,0.9999999989999999,0.6633165829112396,8.425,2.25,1.125,1.8
614,Roy Hibbert,JR,2006-07,C,Georgetown,Big East,37.0,975.0,186,277,186,277,0,0,105,153,100.0,154.0,254,39,18,90,46.0,103.0,477,21.2,4.1,2.9,7.4,0.682,0.6709999999999999,6.0,14.8,16.8,9.3,1.9,7.1,11.6,22.8,114.1,97.9,4.6,3.3,7.9,425.0,2008,1,17,1,12.891891891891891,0.6714801444043321,0.6714801444043321,0.0,0.6862745097994362,6.864864864864865,1.054054054054054,0.4864864864864865,2.4324324324324325
660,Paul Millsap,FR,2003-04,F,Louisiana Tech,WAC,30.0,1053.0,175,298,174,297,1,1,116,181,151.0,223.0,374,22,26,52,67.0,99.0,467,21.2,4.1,2.9,7.4,0.608,0.589,6.0,14.8,20.2,4.9,1.9,3.5,14.9,21.1,114.1,97.9,3.3,3.6,6.9,425.0,2006,2,47,1,15.566666666666666,0.587248322147651,0.5858585858585859,0.9999999989999999,0.6408839778970117,12.466666666666667,0.7333333333333333,0.8666666666666667,1.7333333333333334
682,Chris Paul,FR,2003-04,G,Wake Forest,ACC,31.0,1041.0,135,272,95,186,40,86,150,178,21.0,80.0,101,183,84,12,82.0,81.0,460,21.2,4.1,2.9,7.4,0.645,0.57,6.0,14.8,5.6,30.8,1.9,0.8,18.7,19.6,114.1,97.9,3.4,1.4,4.8,425.0,2005,1,4,1,14.838709677419354,0.4963235294117647,0.510752688172043,0.4651162790643591,0.842696629208749,3.2580645161290325,5.903225806451613,2.7096774193548385,0.3870967741935484
698,Roy Hibbert,SR,2007-08,C,Georgetown,Big East,34.0,894.0,179,294,176,291,3,3,93,144,75.0,141.0,216,63,18,75,57.0,92.0,454,21.2,4.1,2.9,7.4,0.626,0.614,6.0,14.8,14.5,16.6,1.9,6.3,13.6,25.9,114.1,97.9,3.5,3.3,6.8,425.0,2008,1,17,1,13.352941176470589,0.608843537414966,0.6048109965635738,0.9999999996666666,0.6458333333288484,6.352941176470588,1.8529411764705883,0.5294117647058824,2.2058823529411766
731,Al Horford,SO,2005-06,F,Florida,SEC,39.0,1011.0,177,291,177,289,0,2,88,144,86.0,209.0,295,77,40,68,74.0,97.0,442,21.2,4.1,2.9,7.4,0.615,0.608,6.0,14.8,17.2,15.1,1.9,4.7,17.1,21.7,114.1,97.9,3.0,3.4,6.4,425.0,2007,1,3,1,11.333333333333334,0.6082474226804123,0.6124567474048442,0.0,0.6111111111068673,7.564102564102564,1.9743589743589745,1.0256410256410255,1.7435897435897436
758,David Lee,SR,2004-05,F,Florida,SEC,32.0,897.0,160,305,160,301,0,4,115,161,78.0,210.0,288,70,34,24,85.0,76.0,435,21.2,4.1,2.9,7.4,0.57,0.525,6.0,14.8,18.9,16.4,1.9,2.0,18.2,26.5,114.1,97.9,2.3,2.7,5.0,425.0,2005,1,30,1,13.59375,0.5245901639344263,0.53156146179402,0.0,0.7142857142812777,9.0,2.1875,1.0625,0.75
767,Kawhi Leonard,FR,2009-10,F,San Diego State,MWC,34.0,1064.0,166,365,150,287,16,78,85,117,119.0,217.0,336,65,47,24,77.0,85.0,433,23.2,4.1,2.9,7.4,0.515,0.477,13.9,23.6,18.9,12.7,2.8,2.6,15.5,24.3,109.5,90.6,2.5,2.5,5.0,448.0,2011,1,15,1,12.735294117647058,0.4547945205479452,0.5226480836236934,0.20512820512557528,0.7264957264895171,9.882352941176471,1.911764705882353,1.3823529411764706,0.7058823529411765
782,Draymond Green,JR,2010-11,F,Michigan State,Big Ten,34.0,1023.0,147,345,110,244,37,101,97,142,84.0,210.0,294,141,60,38,79.0,114.0,428,24.9,6.3,7.3,13.6,0.519,0.48,9.6,23.6,16.6,30.6,3.6,4.0,16.1,24.7,110.1,92.5,2.6,2.2,4.8,467.0,2012,2,35,1,12.588235294117647,0.4260869565217391,0.45081967213114754,0.36633663365973923,0.6830985915444853,8.647058823529411,4.147058823529412,1.7647058823529411,1.1176470588235294
806,Gordon Hayward,FR,2008-09,F,Butler,Horizon,32.0,1045.0,125,261,56,107,69,154,101,124,46.0,161.0,207,63,48,30,53.0,64.0,420,21.2,4.1,2.9,7.4,0.6559999999999999,0.611,6.0,14.8,12.2,14.0,1.9,2.5,14.2,19.5,114.1,97.9,3.9,3.4,7.3,425.0,2010,1,9,1,13.125,0.4789272030651341,0.5233644859813084,0.44805194804903864,0.8145161290256894,6.46875,1.96875,1.5,0.9375
808,Deron Williams,SO,2003-04,G,Illinois,Big Ten,30.0,1017.0,147,360,80,190,67,170,59,75,14.0,83.0,97,185,31,9,75.0,68.0,420,21.2,4.1,2.9,7.4,0.531,0.501,6.0,14.8,5.7,34.8,1.9,0.7,15.9,23.9,114.1,97.9,1.7,1.8,3.5,425.0,2005,1,3,1,14.0,0.4083333333333333,0.42105263157894735,0.3941176470565052,0.7866666666561778,3.2333333333333334,6.166666666666667,1.0333333333333334,0.3
836,Klay Thompson,FR,2008-09,G,Washington State,Pac-10,33.0,1092.0,159,378,91,213,68,165,28,31,27.0,111.0,138,62,30,20,70.0,67.0,414,21.2,4.1,2.9,7.4,0.527,0.511,6.0,14.8,11.0,12.7,1.9,1.8,15.1,22.9,114.1,97.9,1.7,2.2,4.0,425.0,2011,1,11,1,12.545454545454545,0.42063492063492064,0.4272300469483568,0.41212121211871444,0.9032258064224766,4.181818181818182,1.878787878787879,0.9090909090909091,0.6060606060606061
841,David Lee,JR,2003-04,F,Florida,SEC,31.0,851.0,150,255,150,253,0,2,112,145,69.0,143.0,212,88,35,16,64.0,83.0,412,21.2,4.1,2.9,7.4,0.636,0.588,6.0,14.8,14.6,21.2,1.9,1.3,16.5,23.1,114.1,97.9,3.1,1.3,4.4,425.0,2005,1,30,1,13.290322580645162,0.5882352941176471,0.5928853754940712,0.0,0.7724137930981213,6.838709677419355,2.838709677419355,1.1290322580645162,0.5161290322580645
877,Karl-Anthony Towns,FR,2014-15,F,Kentucky,SEC,39.0,822.0,145,256,143,248,2,8,109,134,92.0,169.0,261,44,18,88,53.0,115.0,401,31.4,6.5,10.8,17.3,0.627,0.57,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,126.8,78.1,3.5,2.9,6.4,391.0,2015,1,1,1,10.282051282051283,0.56640625,0.5766129032258065,0.24999999996875,0.8134328358148252,6.6923076923076925,1.1282051282051282,0.46153846153846156,2.2564102564102564
882,Brandon Roy,SO,2003-04,G,Washington,Pac-10,31.0,938.0,144,300,138,273,6,27,106,135,46.0,118.0,164,102,37,11,84.0,74.0,400,21.2,4.1,2.9,7.4,0.5489999999999999,0.49,6.0,14.8,9.9,19.5,1.9,0.8,18.7,21.7,114.1,97.9,1.6,1.1,2.6,425.0,2006,1,6,1,12.903225806451612,0.48,0.5054945054945055,0.22222222221399177,0.7851851851793691,5.290322580645161,3.2903225806451615,1.1935483870967742,0.3548387096774194
909,Victor Oladipo,SO,2011-12,G,Indiana,Big Ten,36.0,961.0,136,289,126,241,10,48,108,144,63.0,128.0,191,73,49,21,76.0,90.0,390,20.5,4.0,3.8,7.8,0.546,0.488,8.7,16.9,12.9,14.7,3.0,2.3,17.5,23.2,110.0,97.5,2.3,1.5,3.8,407.0,2013,1,2,1,10.833333333333334,0.47058823529411764,0.5228215767634855,0.20833333332899306,0.7499999999947917,5.305555555555555,2.0277777777777777,1.3611111111111112,0.5833333333333334
936,Roy Hibbert,SO,2005-06,C,Georgetown,Big East,33.0,793.0,148,251,148,251,0,0,86,119,89.0,138.0,227,44,8,54,45.0,68.0,382,21.2,4.1,2.9,7.4,0.621,0.59,6.0,14.8,18.7,13.7,1.9,5.4,12.8,25.5,114.1,97.9,3.0,2.7,5.7,425.0,2008,1,17,1,11.575757575757576,0.5896414342629482,0.5896414342629482,0.0,0.7226890756241791,6.878787878787879,1.3333333333333333,0.24242424242424243,1.6363636363636365
